Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Hard Brake Count, Hard Accel Count, Idling Count, Seconds Idling (sec), Accel X (ft/s²), Accel Y (ft/s²), Accel Z (ft/s²), Accel (Grav) X (ft/s²), Accel (Grav) Y (ft/s²), Accel (Grav) Z (ft/s²), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V), Distance traveled while MIL is activated (miles), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), Altitude (ft), Bearing (deg), GPS Speed (MPH), Horz Accuracy (ft)
3434.664,41.42898,-92.98322,70.21494,35.87557,1.95718,14.2,26.83511,54.64326,1.387078,57.71687,0,0,3,71.27717,2.474819,-1.345462,-4.291269,-2.211936,0.9247502,35.78336,-0.9191437,0.6841583,0.1231842,1.098673,88.23351,-20.27118,-38.09348,9.581512,38.43137,192.2,25.10059,1920,37.4,18.82353,0.055,0.725,0,2.945302,-1.885491,-0.504433,73.40678,869.9128,121.3721,70.37637,15.58659
3435.671,41.42883,-92.98289,70.21494,37.11062,1.892045,14.3,25.94203,54.65605,1.387431,57.73542,0,0,3,71.27717,-1.83244,-1.149338,0.9681033,2.305246,0.8839886,31.1105,1.160507,-0.1183319,-0.7749633,1.218466,87.33907,-18.84735,-37.28173,4.698608,28.23529,194,24.21468,1906,37.4,15.29412,0.82,0.725,0,2.847282,-2.320604,-0.504433,71.48505,867.2851,121.3842,69.98756,15.58184
3436.669,41.42868,-92.98257,69.59357,46.743,1.488855,14.3,20.41386,54.69552,1.388225,57.76529,0,0,3,71.27717,-0.4685786,-0.2956344,-0.3869142,0.8717109,0.09183659,32.55386,1.75531,0.8394165,-0.4161682,1.026238,87.55238,-19.59355,-36.56525,9.432648,32.94118,194,19.19456,1891,37.4,18.43137,0.745,0.705,0,2.240535,-4.786245,-0.5807809,56.698,869.6877,120.0015,69.68096,15.56076
3437.668,41.42855,-92.98225,69.59357,32.92899,2.113444,14.3,28.97767,54.7132,1.388748,57.77857,0,0,3,71.27717,2.355417,2.072907,0.5063201,-1.777799,-2.699603,32.16294,3.153671,0.6876221,-0.6444244,1.281404,87.97809,-20.01669,-37.18507,9.493225,54.90196,194,27.46299,1920,37.4,25.4902,0.725,0.725,0,3.180459,-0.7251887,-0.5807809,79.2677,866.5017,119.6528,69.58707,15.51604
3438.669,41.4284,-92.98192,69.59357,32.43162,2.145855,14.3,29.42206,54.72808,1.389248,57.79469,0,0,3,71.27717,0.7508416,0.7464492,1.278353,-1.056857,-1.442866,30.81044,0.5701752,0.07681274,-0.737793,1.069117,88.33829,-19.42683,-37.51808,9.477875,54.90196,194,27.46299,1885,37.4,23.52941,0.745,0.705,0,3.229234,-0.7251887,-8.20E-16,81.97771,868.1028,119.3078,69.99731,15.55036
3439.671,41.42828,-92.98159,69.59357,34.51847,2.016126,14.3,27.64333,54.74947,1.389832,57.80838,0,0,3,71.27717,-2.720877,-1.776167,-1.366684,2.788984,0.9247502,33.37155,-0.7935027,-1.245331,-1.344818,1.134489,88.66032,-19.32401,-37.07979,9.340118,54.5098,194,26.28179,1895,37.4,24.31373,0.685,0.705,0,3.034008,-1.30534,-8.20E-16,76.61523,867.3824,117.3032,69.88226,15.52318
3440.671,41.42815,-92.98126,69.59357,33.21665,2.095141,14.3,28.72672,54.76315,1.390281,57.82206,0,0,3,71.27717,-0.7951132,-0.7465774,-2.904854,0.5971833,-0.1055875,34.80459,-0.2897186,2.866745,-0.4460297,0.9995613,89.47767,-18.72163,-36.39945,10.19498,52.94118,194,27.16769,1894,37.4,23.13725,0.49,0.705,0,3.152916,-0.8702264,-8.20E-16,79.65996,866.8489,116.7684,69.9816,15.47251
3441.67,41.42802,-92.98092,69.59357,33.97272,2.048513,14.3,28.08739,54.77869,1.390715,57.83398,0,0,3,71.27717,0.3973584,-0.8130067,2.550543,0.3673463,0.004911047,29.33516,0.9700469,1.979096,0.2200012,1.095534,89.89928,-19.38449,-35.63766,9.613586,52.15686,194,26.57709,1901,37.4,23.13725,0.705,0.705,0,3.082747,-1.160302,-8.20E-16,77.6003,866.1366,116.0047,70.28156,15.45791
3442.67,41.4279,-92.98058,70.21494,33.86363,2.073462,14.3,28.42946,54.81228,1.391701,57.86378,0,0,3,71.27717,-0.6346568,-0.3709143,0.8910205,1.138872,-0.4130191,31.26373,1.965439,1.282639,0.1904144,1.116783,-269.3064,-21.23387,-36.32914,10.9473,51.37255,194,26.87239,1901,37.4,22.35294,0.43,0.705,0,3.120291,-1.015264,0.6366507,78.54537,864.7727,115.9053,70.3541,15.4636
3443.67,41.42778,-92.98024,70.21494,34.14984,2.056084,14.3,28.1912,54.82715,1.392173,57.87714,0,0,3,71.27717,-0.2407417,-0.4399344,-2.068049,0.4189124,-0.2352392,34.43725,-0.04673767,-1.47374,0.05018616,0.9822004,-269.0791,-20.79198,-36.54674,11.04572,41.17647,194,26.57709,1912,37.4,19.60784,0.235,0.705,0,3.09414,-1.160302,-8.20E-16,77.439,863.961,115.9053,70.48646,15.43041
3444.672,41.42765,-92.9799,70.21494,34.72504,2.022027,14.3,27.72423,54.84301,1.392601,57.88974,0,0,3,71.27717,0.7738597,0.218372,1.134358,-1.085341,-0.7071908,31.12917,-1.234756,-2.413162,-0.0606842,0.8301036,-269.0414,-21.23206,-37.19448,9.136383,43.92157,194,25.98649,1918,37.4,20.78431,0.605,0.705,0,3.042888,-1.450377,-8.20E-16,75.91804,863.78,116.016,70.52209,15.40529
3445.67,41.42753,-92.97956,70.21494,37.60795,1.867024,14.3,25.59897,54.85907,1.393009,57.9055,0,0,3,71.27717,-1.642736,-0.2135589,-2.041311,1.500816,-0.09380101,34.33706,-1.482117,0.1226349,0.3743134,0.9071,-269.2563,-21.09569,-34.99533,10.05334,36.07843,194,23.91938,1913,37.4,17.64706,0.135,0.705,0,2.809629,-2.465641,-8.20E-16,70.2816,862.1774,115.8586,70.3356,15.37802
3446.673,41.42741,-92.97923,70.21494,38.17757,1.839167,14.3,25.21703,54.87865,1.39354,57.9206,0,0,3,71.27717,0.3787031,0.2717403,-0.4556353,-0.3138159,-0.6733046,32.50819,0.9737244,0.2890472,0.4293518,0.7792856,-269.5798,-20.4908,-36.00585,10.12323,38.03922,194,23.62408,1909,37.4,17.64706,0.135,0.705,0,2.767708,-2.610679,-8.20E-16,69.37804,861.1968,115.9619,70.26734,15.35673
3447.664,41.42728,-92.97888,70.21494,35.06915,2.002186,14.2,27.45219,54.90929,1.394426,57.94545,0,0,3,71.27717,-0.55938,0.1236656,-2.290234,0.8967572,-0.5230265,34.5669,0.9723206,0.6491394,0.06690979,0.8554328,-269.7802,-21.20058,-36.65952,11.25192,40.39216,194,25.69119,1916,37.4,19.21569,0.78,0.705,0,3.01303,-1.595415,-8.20E-16,75.25156,860.4239,115.915,70.37511,15.34381
3448.671,41.42715,-92.97855,70.21494,35.06915,2.002186,14.2,27.45219,54.90929,1.394426,57.94545,0,0,3,71.27717,-0.6071118,0.6195178,-0.368471,0.8201449,-1.155569,32.46988,1.010742,0.6287384,0.1109161,0.778402,-269.7273,-20.64948,-37.57181,10.71808,40.39216,194,25.69119,1916,37.4,19.21569,0.78,0.705,0,3.01303,-1.595415,-8.20E-16,75.25156,860.3222,115.9592,70.47188,15.32986
3449.671,41.42703,-92.9782,70.21494,35.87557,1.95718,14.3,26.83511,54.92347,1.394804,57.97203,0,0,3,71.27717,-0.5626711,-0.9539491,2.464557,0.4537808,0.4395387,29.59299,0.1376495,2.080322,0.2336273,0.8053097,-269.6709,-21.14958,-37.29547,9.452545,38.82353,194,25.10059,1909,37.4,19.60784,0.055,0.705,0,2.945302,-1.885491,-8.20E-16,73.82977,858.4529,115.9592,70.43056,15.32911
3450.669,41.4269,-92.97787,70.83632,34.58445,2.048213,14.2,28.08327,54.97075,1.396154,57.99697,0,0,3,71.27717,-1.153814,0.9311848,0.5408105,1.212538,-1.485101,31.02309,1.295288,3.225784,0.09059143,0.6735476,-269.8013,-19.87369,-35.93285,7.702911,44.70588,194,26.28179,1915,37.4,20,0.725,0.705,0,3.082295,-1.30534,0.2682618,77.02168,858.2822,115.9539,70.55095,15.3261
3451.668,41.42678,-92.97753,70.21494,36.75923,1.910131,14.2,26.19002,54.98378,1.396509,58.00786,0,0,3,71.27717,-0.9598764,0.07665307,-1.211792,0.8510845,-0.6458027,33.54196,1.339752,-1.119736,0.05935669,0.8204923,-269.5384,-19.9655,-35.62608,10.13153,37.2549,194,24.50998,1915,37.4,18.03922,0.075,0.705,0,2.8745,-2.175566,-0.6822243,71.82921,857.3932,116.0248,70.33369,15.32197
3452.67,41.42665,-92.97719,70.21494,37.66687,1.864104,14.2,25.55893,54.99656,1.396844,58.02436,0,0,3,71.27717,-0.6465585,0.4469496,0.5563025,0.3840439,-0.5357953,31.87024,2.288361,-1.389999,0.3738403,0.5299205,-269.7153,-19.34753,-35.34827,8.991425,38.43137,192.2,23.91938,1913,37.4,12.15686,0.76,0.705,0,2.805234,-2.465641,-0.6822243,70.17167,856.3455,116.3767,70.30099,15.30892
3453.67,41.42653,-92.97685,70.21494,127.2586,0.5517502,14.2,7.565108,55.01904,1.397017,58.03911,0,0,3,71.27717,-1.750347,0.8108432,0.4381172,1.756191,-0.3688197,31.79805,1.663559,2.361176,0.03887939,-0.00507698,-269.8327,-20.49049,-35.41528,9.968628,14.90196,192.2,7.087224,1898,37.4,12.54902,0,0.235,0,0.8303126,-10.73279,-9.11E-16,20.93404,854.4695,116.1361,69.76205,15.26401
3454.67,41.42641,-92.97652,68.97221,152.5594,0.4521006,14.4,6.198802,55.04639,1.397201,58.06373,0,0,3,71.27717,0.1866888,-0.2996424,0.1654547,-0.159609,0.9080527,31.97534,0.2759552,1.307602,0.4242706,-0.5166255,-269.948,-21.10367,-36.82603,11.41354,13.72549,192.2,5.90602,1864,37.4,12.15686,0,0,0,0.6803528,-11.31294,-1.282264,17.4661,853.1978,116.0677,69.09153,15.24123
3455.667,41.42628,-92.97619,68.35083,152.5638,0.4480146,14.4,6.142778,55.06087,1.397301,58.07807,0,0,3,71.27717,0.7839101,0.02781926,-1.546227,-1.122665,0.6133898,33.7826,-0.4487152,-3.698944,0.1557922,-0.7050605,-269.7092,-21.22144,-36.89639,10.99219,14.11765,192.2,5.90602,1851,37.4,12.15686,0,0,0,0.6742039,-11.31294,-1.237241,17.4298,851.8231,116.0677,68.37997,15.23588
3456.673,41.42617,-92.97586,67.72946,108.7419,0.6228461,14.4,8.539911,55.08025,1.397469,58.0921,0,0,3,71.27717,-0.7212496,0.1847856,-0.06651997,0.5524929,-0.300065,32.08928,1.24176,-0.8021545,0.2876892,-0.4888043,-269.6118,-21.52525,-37.17941,10.81277,42.35294,192.2,8.268428,1869,37.4,18.03922,0.88,0.015,0,0.9373026,-10.15264,-1.039973,23.99817,849.8669,116.0854,67.91798,15.22741
3457.669,41.42605,-92.97554,67.72946,45.00671,1.504875,14.2,20.63351,55.09319,1.397763,58.10716,0,0,3,71.27717,-0.4078023,-1.016991,-0.6015237,0.4719517,0.7567924,32.77289,-1.882202,-3.325623,0.2560883,-0.01909117,-269.8303,-21.58833,-36.74891,11.0213,45.4902,192.2,19.78517,1917,37.4,17.64706,0.86,0.88,0,2.264642,-4.49617,-0.4425676,56.53078,850.6891,116.0725,67.89288,15.22021
3458.669,41.42593,-92.97521,67.72946,44.54462,1.520486,14.2,20.84755,55.11002,1.398136,58.1187,0,0,3,71.27717,-0.2244664,-0.3405866,-1.7722,0.1679578,0.02701076,33.79243,1.08136,1.705536,0.2528687,0.1618166,-269.7385,-21.325,-37.13574,10.79721,38.43137,192.2,19.48987,1856,37.4,16.47059,0.8,0.88,0,2.288134,-4.641208,-1.00E-15,58.99444,850.0414,116.2025,67.76346,15.21033
3459.672,41.4258,-92.97488,67.72946,71.70598,0.9445441,14.3,12.95075,55.14256,1.398685,58.14707,0,0,3,71.27717,-0.00454019,-1.362927,-1.472195,0.1163918,1.601984,33.99083,-0.3468781,-1.506409,-0.01332092,0.150778,-269.8349,-20.76408,-37.16552,10.64984,18.82353,192.2,12.10734,1839,37.4,11.76471,0,0.82,0,1.421417,-8.267151,-1.00E-15,36.98684,847.4826,116.2796,67.87491,15.22537
3460.669,41.42569,-92.97456,67.10809,132.0228,0.5083067,14.2,6.96945,55.15514,1.398781,58.15866,0,0,3,71.27717,-0.6967806,-0.214145,0.980473,0.8456824,0.3594887,32.04704,0.64534,-0.2342987,-0.01972961,0.5425141,89.9828,-21.21713,-37.03204,11.36398,22.7451,192.2,6.791923,1843,37.4,15.68627,0.84,0.8,0,0.7649357,-10.87783,-0.6746516,19.86128,846.9329,116.1837,67.21853,15.20968
3461.667,41.42557,-92.97424,67.10809,53.15675,1.262457,14.2,17.30968,55.16807,1.399048,58.1706,0,0,3,71.27717,2.267377,0.4909675,4.775101,-2.460926,-0.5181155,28.03177,0.9926453,-0.9216003,0.4503631,0.7717226,-269.8683,-21.16391,-36.78967,10.91089,33.72549,192.2,16.83216,1878,37.4,16.86275,0.45,0.78,0,1.899834,-5.946547,-0.6746516,48.40916,845.056,116.1837,66.81754,15.21917
3462.668,41.42545,-92.97392,66.48672,38.58468,1.723138,14.2,23.62613,55.19821,1.399755,58.19726,0,0,3,71.27717,-1.116077,1.505633,0.4342878,1.020516,-1.855394,31.75189,0.6304321,1.755524,0.2564697,0.8794363,-269.6644,-20.68513,-37.14362,10.94482,39.60784,192.2,23.32878,1811,37.4,18.82353,0.745,0.745,0,2.593099,-2.755717,-0.5113724,68.51857,844.2426,116.0933,66.48073,15.21977
3463.668,41.42533,-92.9736,66.48672,34.71503,1.915214,14.2,26.25972,55.21088,1.40012,58.21063,0,0,3,71.27717,1.170345,0.8680915,2.239301,-1.288659,-1.137399,30.68864,-0.4472198,-1.176743,0.3895721,1.080989,-269.7903,-20.71288,-37.1472,10.87454,41.56863,192.2,25.98649,1799,37.4,20,0.33,0.745,0,2.882149,-1.450377,-0.5113724,76.66426,846.7064,116.1059,66.20869,15.22176
3464.668,41.42522,-92.97328,65.86535,34.231,1.924143,14.2,26.38214,55.22574,1.40056,58.22292,0,0,3,71.27717,-0.583424,-0.002169924,-0.9324265,0.7238884,-0.3147981,33.60728,-0.9316711,-1.334305,0.02107239,1.214643,-269.7334,-20.98636,-37.0162,9.175415,42.7451,192.2,26.28179,1799,37.4,20,0.585,0.725,0,2.895586,-1.30534,-0.5609406,77.02168,848.6462,116.1571,65.94438,15.24406
3465.668,41.4251,-92.97296,65.86535,35.01791,1.880904,14.2,25.78929,55.23967,1.400939,58.23905,0,0,3,71.27717,-0.5604225,0.5510423,0.6287649,0.4601651,-0.9345723,32.09173,0.5126343,0.7409668,0.1889343,1.294524,-269.7726,-21.86934,-38.82215,6.677551,38.82353,192.2,25.69119,1782,37.4,17.64706,0.075,0.725,0,2.830517,-1.595415,-0.5609406,76.00912,849.1719,116.1571,65.59428,15.23397
3466.667,41.42498,-92.97265,65.24397,34.69842,1.880315,14.3,25.78121,55.27115,1.401866,58.26505,0,0,3,71.27717,-0.1300197,-0.7383402,-1.524014,-0.1939864,0.3113604,33.74725,2.707413,-1.05069,0.03088379,1.069595,-269.6143,-20.27748,-38.50841,10.53036,39.21569,192.2,25.98649,1766,37.4,16.07843,0.035,0.725,0,2.829631,-1.450377,-0.4362022,76.67375,851.0988,116.1565,65.23479,15.22434
3467.669,41.42487,-92.97234,64.6226,49.9169,1.294604,14.3,17.75045,55.28551,1.402142,58.27589,0,0,3,71.27717,-0.2502054,1.872099,-3.472461,0.421859,-2.383331,35.6655,1.077805,0.2342224,0.03373718,1.077123,-269.7694,-20.8504,-37.54107,11.07172,34.90196,192.2,18.01336,1759,37.4,17.64706,0.84,0.725,0,1.948211,-5.366396,-0.5696303,53.00022,851.0573,115.9794,64.70135,15.20015
3468.67,41.42476,-92.97203,64.6226,34.73919,1.860222,14.3,25.50571,55.29748,1.402504,58.29616,0,0,3,71.27717,-1.155003,-2.59483,0.9826307,1.348574,1.873073,30.46224,-1.735367,0.7979736,0.04048157,0.7418185,-269.8761,-20.75804,-36.65768,11.03925,51.76471,190.4,25.98649,1772,37.4,22.7451,0.27,0.745,0,2.799393,-1.450377,-0.5696303,75.59756,852.3844,116.3622,64.21964,15.17076
3469.669,41.42464,-92.97173,64.00124,33.3938,1.91656,14.3,26.27817,55.32025,1.403185,58.30989,0,0,3,71.27717,1.582796,0.05823645,4.437332,-1.665827,-0.9399745,27.37418,3.041138,1.681839,0.05105591,0.8297004,-269.9236,-21.30782,-35.86401,10.57141,50.58823,190.4,26.57709,1736,37.4,21.17647,0.585,0.78,0,2.884175,-1.160302,-0.3558136,79.50227,853.9649,116.4786,63.99934,15.14011
3470.669,41.42453,-92.97141,64.00124,34.0863,1.877623,14.2,25.7443,55.33327,1.403562,58.32214,0,0,3,71.27717,0.7789744,1.467894,2.075227,-1.128559,-2.668663,29.6755,0.310379,-1.642166,-0.129425,1.152588,-269.5821,-22.73013,-38.56948,9.265167,54.5098,190.4,26.57709,1712,37.4,27.84314,0.035,0.76,0,2.82558,-1.160302,-0.3558136,78.97897,852.9644,116.3768,64.13041,15.14083
3471.667,41.42441,-92.9711,64.00124,34.18432,1.87224,14.2,25.67048,55.34573,1.403913,58.3341,0,0,3,71.27717,0.493772,1.475887,-2.329915,-0.9556898,-2.93828,33.97855,1.221344,1.70546,-0.004302979,1.409856,-269.583,-20.44591,-37.57204,10.88559,74.90196,190.4,26.87239,1770,37.4,23.13725,0.39,0.76,0,2.817478,-1.015264,-1.00E-15,76.17192,852.3335,116.4786,64.60233,15.15748
3472.671,41.4243,-92.97079,64.6226,35.35961,1.827582,14.2,25.05819,55.37809,1.404832,58.36425,0,0,3,71.27717,0.5470098,0.4929143,-1.316271,-0.9777895,-1.8937,33.03907,-0.7814026,-0.3822327,0.3425903,1.637071,-269.6542,-20.52411,-36.3953,10.76794,73.72549,190.4,25.69119,1765,37.4,23.13725,0.685,0.745,0,2.750275,-1.595415,0.4040929,74.56568,853.4515,116.2794,65.09046,15.16807
3473.668,41.42418,-92.97047,65.24397,35.35576,1.845356,14.3,25.30189,55.39091,1.405226,58.37827,0,0,3,71.27717,-0.3210557,0.1511821,-1.95407,0.4582007,-1.099584,34.21232,0.341095,0.3574219,0.4526825,1.596566,-269.7745,-21.78899,-36.97894,11.11249,56.07843,190.4,25.69119,1775,37.4,18.03922,0.035,0.745,0,2.777022,-1.595415,1.048235,74.86668,854.5692,116.2449,65.39364,15.17978
3474.67,41.42406,-92.97015,65.24397,41.33273,1.578506,14.3,21.64308,55.40594,1.405571,58.38882,0,0,3,71.27717,-0.7783973,0.467672,-0.2706838,0.8682732,-1.274908,32.12758,0.6968994,0.6676788,0.04766846,1.330187,89.96727,-22.67113,-35.75422,8.860168,49.41177,190.4,21.85227,1783,37.4,19.21569,0.745,0.725,0,2.375448,-3.480906,0.6441425,63.75316,855.9131,116.2449,65.59424,15.18328
3475.669,41.42395,-92.96984,65.24397,36.24879,1.799894,14.2,24.67854,55.41776,1.40593,58.40501,0,0,3,71.27717,0.5057951,-2.940476,3.26681,-0.665938,2.481061,28.67315,-1.220688,-1.839462,0.2299805,1.094721,-269.8807,-24.79465,-36.22828,7.62326,47.45098,190.4,24.80528,1825,37.4,18.03922,0.78,0.725,0,2.708607,-2.030528,-9.11E-16,71.02165,856.1434,116.2449,65.60633,15.16396
3476.668,41.42383,-92.96953,65.24397,56.12875,1.162398,14.2,15.93777,55.43764,1.406262,58.41869,0,0,3,71.27717,0.1403001,0.05372321,-2.297223,-0.6924577,-0.633034,34.82718,0.8523712,3.37619,-0.04821777,1.08722,-269.5775,-22.18243,-37.42275,10.88425,40,190.4,15.65095,1815,37.4,17.2549,0.585,0.725,0,1.749259,-6.526698,-9.11E-16,46.11956,855.2974,116.0742,65.67355,15.16399
3477.671,41.42371,-92.96922,65.24397,32.58501,2.00227,14.2,27.45334,55.46494,1.406983,58.44428,0,0,3,71.27717,-1.440326,-0.304735,0.7484084,1.209591,-0.3344423,31.25882,0.5418243,-0.08164978,0.09034729,1.085872,-269.6682,-21.26381,-36.14224,11.3009,54.11765,190.4,27.16769,1793,37.4,23.13725,0.78,0.725,0,3.013156,-0.8702264,-9.11E-16,80.41721,856.4004,116.1836,65.79895,15.15558
3478.668,41.4236,-92.96889,65.86535,33.5907,1.960821,14.3,26.88503,55.47776,1.407365,58.45789,0,0,3,71.27717,-0.3425781,-0.08515637,0.04842895,0.1655023,-0.6605359,31.83145,1.301147,0.6017761,0.2516785,1.193755,-269.6405,-21.58183,-36.20067,11.24146,49.80392,190.4,26.87239,1783,37.4,21.56863,0.075,0.725,0,2.950782,-1.015264,0.6502947,79.19419,854.5473,116.1261,65.94096,15.16072
3479.668,41.42348,-92.96858,65.86535,34.53817,1.90703,14.3,26.14751,55.49643,1.407935,58.47399,0,0,3,71.27717,0.7976611,-0.1273961,1.476929,-0.6192831,-0.5559306,30.51872,-0.5752258,-1.841843,0.348175,1.159073,-269.8163,-21.23257,-36.06619,10.79022,48.62745,190.4,26.28179,1788,37.4,21.17647,0.155,0.725,0,2.869834,-1.30534,0.6502947,76.8063,854.5554,116.0631,66.03844,15.15845
3480.672,41.42337,-92.96826,65.86535,33.44149,1.96957,14.2,27.00499,55.52444,1.408747,58.49811,0,0,3,71.27717,0.1120614,-1.056456,1.804824,-0.1232673,0.4621296,30.23093,-0.002380371,-1.674011,0.205719,1.174543,-269.9601,-20.69859,-35.47277,9.236786,50.58823,190.4,26.87239,1792,37.4,21.56863,0.78,0.705,0,2.963947,-1.015264,-9.11E-16,79.14803,853.5485,116.0631,66.23623,15.15805
3481.669,41.42325,-92.96794,65.86535,33.98288,1.938192,14.3,26.57477,55.53719,1.409109,58.51034,0,0,3,71.27717,0.2977531,1.146105,-2.245978,-0.5932545,-1.80481,34.47654,-0.1233063,-2.131897,-0.0982666,1.061568,-269.8686,-21.36964,-34.50806,9.092407,48.62745,190.4,26.57709,1797,37.4,20.78431,0.115,0.705,0,2.916728,-1.160302,-9.11E-16,77.67038,853.08,116.0631,66.35895,15.15114
3482.669,41.42313,-92.96762,66.48672,34.59239,1.922004,14.3,26.35282,55.55295,1.409577,58.52546,0,0,3,71.27717,-0.7292456,-0.3414736,2.166325,0.09576543,-0.1625557,30.25156,-1.467072,-3.135468,0.233139,1.314805,-269.7859,-21.65364,-35.4641,10.41858,47.05882,190.4,26.28179,1799,37.4,20.39216,0.545,0.725,0,2.892367,-1.30534,0.5339052,76.93606,853.7087,115.957,66.4994,15.14293
3483.674,41.42301,-92.96731,66.48672,34.55393,1.924143,14.2,26.38214,55.56808,1.410002,58.53804,0,0,3,71.27717,-0.3156771,-0.1963591,-2.431964,-0.1370182,-0.4179301,34.77513,0.8244476,0.3713074,0.1947632,1.210495,-269.5776,-21.04587,-35.20998,8.702454,45.88235,190.4,26.28179,1799,37.4,20.39216,0.075,0.705,0,2.895586,-1.30534,0.5339052,77.02168,852.4034,115.8847,66.55841,15.12431
3484.687,41.4229,-92.96699,66.48672,34.55393,1.924143,14.2,26.38214,55.58097,1.410376,58.54963,0,0,3,71.27717,-0.2708269,-0.9831491,-1.635756,0.07710344,0.5731192,33.86757,-3.437637,-2.278214,0.1021271,1.187512,-269.7416,-19.84279,-37.48875,6.371429,46.27451,190.4,26.28179,1804,37.4,20.78431,0.725,0.705,0,2.895586,-1.30534,-9.11E-16,76.80821,849.7437,115.8163,66.63753,15.11977
3485.686,41.42279,-92.96667,66.48672,35.21127,1.888223,14.2,25.88964,55.61644,1.411414,58.58214,0,0,3,71.27717,0.3441732,0.5017899,0.9175448,-0.6055322,-0.9547076,31.24998,-0.6643066,-0.493515,0.008483887,1.026951,-269.657,-20.31831,-38.44689,8.02002,41.96078,192.2,25.69119,1811,37.4,19.21569,0.075,0.705,0,2.841531,-1.595415,-9.11E-16,75.08298,851.1025,115.5992,66.60448,15.12649
3486.771,41.42267,-92.96635,66.48672,34.71503,1.915214,14.2,26.25972,55.63051,1.411796,58.59473,0,0,3,71.27717,-0.8194615,0.5757706,-0.5166284,0.6683936,-1.2312,32.52832,0.2129974,-0.6576385,0.6086273,0.9800746,-269.8981,-21.45894,-35.75887,11.50089,42.7451,192.2,25.98649,1809,37.4,19.60784,0.115,0.705,0,2.882149,-1.450377,-9.11E-16,76.24047,850.4948,115.7124,66.58118,15.09761
3487.668,41.42255,-92.96603,66.48672,33.60769,1.978319,14.2,27.12495,55.64376,1.412214,58.60699,0,0,3,71.27717,-0.6966963,-0.5156684,-0.1385097,0.6222297,-0.2818941,32.08191,1.084778,1.376923,0.6197357,1.118931,89.84806,-20.91205,-37.39167,10.68704,50.98039,192.2,26.87239,1823,37.4,22.35294,0.685,0.705,0,2.977113,-1.015264,-9.11E-16,78.14771,849.0942,115.7702,66.70178,15.10518
3488.671,41.42244,-92.9657,67.10809,34.29869,1.956579,14.3,26.82687,55.67494,1.413114,58.63223,0,0,3,71.27717,-0.6479613,0.5976712,-0.2957086,0.8216183,-1.592653,32.37461,0.8551178,1.080673,0.1152649,1.323778,89.86531,-20.98489,-37.07408,10.63803,58.03922,192.2,26.57709,1824,37.4,22.7451,0.685,0.705,0,2.944398,-1.160302,0.5092454,77.24657,846.9169,116.0618,67.14497,15.13365
3489.665,41.42231,-92.96538,67.10809,34.39884,1.950883,14.3,26.74877,55.68616,1.413439,58.64418,0,0,3,71.27717,-0.8548714,0.3467256,-0.5832952,1.03574,-1.27589,32.57841,-0.1002197,1.324921,-0.007141113,1.39571,89.90585,-21.17691,-37.36558,10.73615,58.03922,192.2,26.28179,1835,37.4,22.7451,0.175,0.705,0,2.935825,-1.30534,0.5092454,76.55997,847.0613,116.1087,67.50684,15.14344
3490.672,41.42219,-92.96505,67.72946,34.50923,1.962648,14.3,26.91008,55.70022,1.413888,58.65887,0,0,3,71.27717,-2.016096,-0.7801691,-2.228428,2.059693,-0.01669756,34.28893,-1.542557,-0.6720276,0.3624268,1.429307,-269.9106,-21.61865,-36.99855,10.12613,54.90196,192.2,26.28179,1831,37.4,22.35294,0.075,0.705,0,2.953531,-1.30534,0.6098874,77.18994,846.4391,116.1087,67.8716,15.14562
3491.67,41.42207,-92.96473,67.72946,34.58462,1.958369,14.3,26.85142,55.7163,1.414311,58.67285,0,0,3,71.27717,0.8876619,-1.936007,2.51333,-1.097619,1.318125,29.62786,1.825256,-2.933182,0.04888916,1.436585,89.87643,-23.27257,-36.38939,8.62796,54.90196,192.2,26.28179,1848,37.4,22.35294,0.075,0.705,0,2.947092,-1.30534,0.6098874,76.31315,843.9909,116.0838,68.25261,15.15426
3492.67,41.42195,-92.9644,68.35083,34.19661,1.99876,14.3,27.40523,55.73552,1.414892,58.68827,0,0,3,71.27717,0.4791522,-0.2826145,1.603047,-1.103021,-0.4135102,30.71713,2.485977,1.928268,-0.1754608,1.526062,-269.4323,-23.94379,-34.84544,7.633728,55.68628,192.2,26.57709,1863,37.4,22.35294,0.705,0.705,0,3.007875,-1.160302,0.4501228,77.25999,845.1595,116.0838,68.53349,15.15034
